@56667  = ~我不干。~
@66691  = ~你有公羊之杖呢……只要5000枚金币，再加上罗拉纳克之角，我就能够将它升级喔！喜欢吗？~
@66692  = ~我想现在我得走了。~
@66693  = ~请接受这1000金币的捐献，去救助那些饥民吧。~
@66694  = ~感谢您！你拯救了我这个渥金仆人的贱命。现在我必须去完成我的教会使命了。~
@66695  = ~感谢您，善良的<SIRMAAM>！您真是慷慨的……我会把你的善行告诉每一个人！我马上就用这笔钱去救济穷苦的人们。~
@66696  = ~我没有那么多钱。~
@66697  = ~你自己去替他们买些食物不就好了？~
@66698  = ~当然，开始吧！~
@66699  = ~不，还有什么？~
@66700  = ~也许该要有些东西来报答我救了你的老命？~
@66701  = ~你呀，要求真多。这令我记起了在一大早喝个大醉然后大闹的巴尔……大概是这样子~ [BOTSM42]
@66702  = ~喔呵……好大的武器啊！你是不是有点太超过啦，唔？~ [BOTSM43]
@66703  = ~“掠夺者”真是一把好戟。帅呆了！要是你找到了“巨蛇戟柄”，我可以把它弄得更好喔！超好的秘方啊！~
@66704  = ~“掠夺者”真是一把好戟。而您也有“巨蛇戟柄”耶！再给我5000枚金币，我马上把它弄得更好！怎么样？~
@66705  = ~我没有那么多金币。~
@66706  = ~好，你就做吧。~
@66707  = ~不了，还有别的吗？~
@66708  = ~我就再找找你的背包呗！我看我都要在里头迷路了……你是不是该给我点支蜡烛？……不然给我只放在笼子里的小鹦鹉也行啊！……恶！好臭……~ [BOTSM44]
@66709  = ~喔呵！突米须的出品啊……造得多么漂亮！完美！真是完美！~ [BOTSM45]
@66710  = ~这把弯刀……幽魂之痕。我有个相当、相当古老的秘方……要是你找到巫妖头骨，我就可以令它变得更好更好用！~
@66711  = ~你有幽魂之痕这把弯刀，我有很古老、很古老的秘方。只要给我巫妖头骨和5000枚金币，我就把它变得好上加好。要吗？~
@66712  = ~我没有那么多金币。~
@66713  = ~好，就这样吧。~
@66714  = ~不，还有什么？~
@66715  = ~我再找找看……像个狂野的游侠般，哇啦啦啦啦啦……~ [BOTSM46]
@66716  = ~呃嘿！辛度之末日！来，念一次！辛度之末末末末日……~ [BOTSM47]
@66717  = ~好吧，要是你有辛度之手的话，我就可以把这只武士刀搞得更好。你很想知道辛度这家伙到底发生了什么事吧，嗯？~
@66718  = ~好吧，既然你找到了“辛度之手”，只要5000枚金币，我就可以把它加上辛度之末日。增强抵抗力的好秘方喔，要不要？~
@66719  = ~我没有那么多金币。~
@66720  = ~好，你就做吧。~
@66721  = ~不，还有些什么？~
@66722  = ~（叹气）我就像个奴隶，像个苦力一般做工、做工、做工、做工……噢，好靴子啊这一双！~ [BOTSM48]
@66723  = ~你没看到我在忙吗？我的弓箭手们要保持在最佳状态。~ [AMARCH08]
@66724  = ~那你是说这是训练的一种吗？~
@66725  = ~我只是在想，你们到底在干嘛。~
@66726  = ~我不喜欢你对我说话的语气。~
@66727  = ~我对你说话不是为了取悦你。闭上你的嘴和尽量不是阻碍我，不然我的弓箭手们马上就能把你变成一只刺猬。~ [AMARCH09]
@66728  = ~抱歉……我只是在想，你们到底在做什么。~
@66729  = ~好，我这就走。~
@66730  = ~现在你在威胁我就是了？你不知道我是什么人吗？~
@66731  = ~我不想把我的时间浪费在和大嘴巴的粗人吵架上。~ [AMARCH10]
@66732  = ~我的弓箭手们要练习，而我会召唤些怪物出来，好让他们有目标可射。~
@66733  = ~真是野蛮－－你真是个变态的虐待狂！~
@66734  = ~这不是很危险吗？要是那些怪物突围了怎么办？~
@66735  = ~你介意我一起下场玩玩吗？~
@66736  = ~哦，这样吗。那我想我要走啦。~
@66737  = ~这是一个私人的集会，没有人要你像条狗一样把鼻子凑过来。好了，别再来烦我了！~
@66738  = ~我的问题还没完呢！~
@66739  = ~好吧，我这就走。~
@66740  = ~够了！你的打扰惹毛我了！我们有个新目标啦！大伙，给我射！~
@66741  = ~又是你！我警告过你不要再来烦我了！~
@66742  = ~抱歉，我这就走。~
@66743  = ~可是我还想问你一些些问题。~
@66744  = ~很好。别再回来了－－我的弓箭手们可不需要一个<RACE>来做标靶！~
@66745  = ~如果你要雇用我们的话，去和队长说。我们可不便宜，但我们值得起这个价钱。
~
@66746  = ~看我把下一只猎物的眼珠子射出来！
~
@66747  = ~队长说我是他这么多年来，所看过的弓箭手之中最好的一个呢！~
@66748  = ~别妨碍我集中精神－－我得把全副心神摆在目标上。~
@66749  = ~这是什么东东？嘿……一支火热辣的棒子。砰！直抵月球！~ [BOTSM49]
@66750  = ~有个办法令这根爆破木棒更来劲哦！你只需要给我抗火之戒就可以成啦。嘿嘿……你也喜欢这支棒子吧？砰！~
@66751  = ~爱死这枝棍棒啦！让它“砰”个乱七八糟吧！只要给我“抗火之戒”和5000枚金币，我就可以让它“砰”得更够力，要吗？~
@66752  = ~我的金币不够啊。~
@66753  = ~好，就做吧！~
@66754  = ~不。还有什么？~
@66755  = ~还有什么？还有什么？还有什么？~ [BOTSM50]
@66756  = ~嗯……天上掉下来的钉头锤？你的脑袋是被它敲到，又肿了个大包吗？~ [BOTSM51]
@66757  = ~我能够强化你的暴风之星，不过你得给我陨星矿石。又或者说……起码那个秘方是这样写的啊，知道没？~
@66758  = ~你有“陨星矿石”……用它和5000枚金币，我可以让“暴风之星”变得更强喔！没错！你要吗？~
@66759  = ~我没有那么多金币。~
@66760  = ~好，就这么做。~
@66761  = ~不，还有吗？~
@66762  = ~好，我再看看。我还得做些什么？剪指甲？贴壁纸？~ [BOTSM52]
@66763  = ~啊～～哈，这把链枷有好多头啊。唉哟！噢，拿错头了。~ [BOTSM53]
@66764  = ~我知道一个可以替岁月链枷多加两个头的秘方。第一你得给我剧毒链枷头……第二再给我电击链枷头。我就只有这条秘方啦，不好意思。~
@66765  = ~你已经在上头装了三个链头啊……这次我还可以帮你把毒链枷头加上去喔！知道吧？这样就有四个头罗！给个5000金币，我现在就做。想要吗？~
@66766  = ~喔呵！你收集了四个链头啊！那我可以把最后一颗加上去啰！真是酷毙了这家伙啊。给我5000金币，我现在就弄给你。要不要啊？~
@66767  = ~你确定你不把所有的东西都卸下来吗？那样容易找得多……~ [BOTSM54]
@66768  = ~我没有那么多金币。~
@66769  = ~好，就这么做。~
@66770  = ~不，还有些什么？~
@66771  = ~我的金币不够啊！~
@66772  = ~好，就做吧！~
@66773  = ~不了，还有什么？~
@66774  = ~嗯？这是什么东东？你有把锤子？巴尔有一次把一支锤子掉到他大神的姆趾上，痛得他整天跳来跳去，还唉个不停，又把可怜的我一脚踢到往巴托异界的路上。那真是有够艰苦的一个礼拜！~ [BOTSM55]
@66775  = ~你找到个不错的符文之锤哪。要是你找到另一个符文，我应该可以把它们弄到那支锤子上头去……不过也有可能不行啦，我记得那个秘方被狗吃了……哎哎。~
@66776  = ~好……你既有“符文之锤”，也有“克兰汀符文”。我可以把它们装在一起喔！如果你要的话，只管交出5000枚金币来。~
@66777  = ~我没有那么多金币。~
@66778  = ~好，就这么做。~
@66779  = ~不，还有什么吗？~
@66780  = ~也许你有几把弓……还是铠甲来着的……对，铠甲呢……~ [BOTSM56]
@66781  = ~咦？弓弦吗？喔喔……好弓弦！弓弦的好处就是平时可以用来绑鞋带……不过是有点浪费啦！~ [BOTSM57]
@66782  = ~你有贡德弓弦啊！要是你拿到暗火之弓，又或是塔拉拉许……两个秘方我都有，嘿！没错！只要找到其中一个，我就帮你弄得闪闪发亮，怎么样？~
@66783  = ~你有贡德弓弦……加个5000金币给我，我就帮你把它弄到暗火之弓或是塔拉拉许上头。不过就算你两个都有，我也只能做一样。你要我帮你弄其中一个？~
@66784  = ~我没有那么多金币。~
@66785  = ~那就用在暗火之弓上吧。~
@66786  = ~那就用塔拉拉许吧。~
@66787  = ~不了，还有什么？~
@66788  = ~你有贡德弓弦耶！他可是个有名的弓匠喔！只要5000金币，我就可以把它加到“暗火之弓”上头，好吗？~
@66789  = ~你有把贡德弓弦呢。他真是个有名的弓匠。只要给我5000金币，我就可以将它加到塔拉拉许上头，要我做吗？~
@66790  = ~我没有那么多金币。~
@66791  = ~我没有那么多金币。~
@66792  = ~好，就这么做。~
@66793  = ~好，就这么做。~
@66794  = ~不，还有什么？~
@66795  = ~不，还有什么？~
@66796  = ~（叹气）这可以搞一整天的呀……~ [BOTSM58]
@66797  = ~噢……是个不错的箭袋呢！颜色不错！~ [BOTSM59]
@66798  = ~要是你找到盗贼之石，我就有个秘方可以用在充竭箭袋上。将它的箭弄得更好。~
@66799  = ~你有盗贼之石和充竭箭袋。再加上10000金币，我可以用秘方把它的箭变得更强。你要不要？~
@66800  = ~我没有那么多金币。~
@66801  = ~好，就这么做。~
@66802  = ~不，还有什么？~
@66803  = ~（叹气）这儿还有什么？啥……坏掉的干粮？你清理包包的时候都只是做做表面工夫是吧？~ [BOTSM60]
@66804  = ~女贼！求饶是没用的！~ [3AMERC06]
@66805  = ~我们要拿你来杀鸡儆猴，好让其他想要来我们这里偷东西的家伙三思一下！~ [4AMERC07]
@66806  = ~求求您……饶了我吧……我求您！~ [AMASAN07]
@66807  = ~求求你，我的女儿并没有恶意的。即使她的行为是错的，但她的动机却是纯洁的。~ [AMMAYO08]
@66808  = ~纯洁？那你说她把我们辛辛苦苦赚来的钱偷走是合法的吗？哈拉德镇长？~ [3AMERC07]
@66809  = ~人们正在挨饿，但粮食却相当短缺。亚珊娜需要你们的钱，去黑市买面包给穷人。~ [AMMAYO09]
@66810  = ~镇长，这是你们镇里的事，和我们无关。你的解释并没有办法让你的女儿脱罪！~ [4AMERC08]
@66811  = ~乖乖站好，镇长－在这里你无法做什么。向你的神祷告吧！亚珊娜……你的死期到了！~ [3AMERC08]
@66812  = ~救命啊！难道没有人愿意救救我的女儿？难道没有人敢站出来反抗这些入侵我们小镇的畜生吗？~ [AMMAYO10]
@66813  = ~父亲，算了吧……大家都只是敢怒而不敢言。我必须接受我的行为所带来的恶果。~ [AMASAN08]
@66814  = ~不！这没道理！亚珊娜没有做错任何事！那儿的……陌生人！你们一定不会害怕这些佣兵的！你可以救救我女儿吗？~
@66815  = ~你在对我说话吗？~
@66816  = ~不好意思，镇长。我可不想介入你们的地方事务。~
@66817  = ~听起来你女儿只是一个得到应有下场的贼呢。~
@66818  = ~我会尽力帮你的，镇长。~
@66819  = ~看到这种不公正的行为绝不能袖手旁观！~
@66820  = ~是的。这里的镇民都被吓怕了，所以才会让那些佣兵为所欲为。但是你……你看起来有足够的力量来对抗那些野蛮人。~
@66821  = ~不好意思……我还是不想介入。~
@66822  = ~听起来像是你的女儿不过是得到应得的惩罚罢了，镇长。~
@66823  = ~我不会允许这种野蛮的暴民法律继续下去的！~
@66824  = ~我的女儿是一名富同情心的女人，只不过是太年轻和太冲动了。她傻傻地想要从那些佣兵手上偷走一些钱，拿去救济我们镇上的正捱饿的孩子而已。~
@66825  = ~难道她应该为她的同情心而死吗？她的行为是错的，但难道你不能宽恕她在这种状况下所做的决定吗？我的<LADYLORD>。~
@66826  = ~你的话说感动了我－好吧，我会救你女儿。~
@66827  = ~将你的悲情故事留给其他蠢蛋听吧。~
@66828  = ~如果我帮你会有什么好处？~
@66829  = ~你真是个铁石心肠的<MANWOMAN>，我的<LADYLORD>！但是如果慈悲和同情无法动摇你，也许报酬可以吧。~
@66830  = ~算了吧－我就是认为你女儿该死。~
@66831  = ~好，你令我有兴趣了。你能给我什么？~
@66832  = ~我……我没有什么东西。我能给你的只有一样魔法小道具，还有我永远的感激。~
@66833  = ~很好，我这就去救你的女儿。~
@66834  = ~不了，镇长。你自己来吧！~
@66835  = ~多谢您！我怕要是再没有人为她求情的话，那些佣兵们就要把亚珊娜在这街上就地处决了。请您快点快去！~ [AMMAYO11]
@66836  = ~你这没心肝的怪物！是你害死我女儿的！~ [AMMAYO12]
@66837  = ~请您尽快……我女儿的性命危在旦夕。求求您向那些佣兵为我女儿求情吧！~ [AMMAYO13]
@66838  = ~我的女儿欠你一条性命！希望我能够有更多东西能够报答你。尽管如此，我还是希望你能够收下我的这点薄礼。我会把一切的事告诉安姆克萨蓝的所有人，说你是如何解救我挚爱的亚珊娜！~ [AMMAYO14]
@66839  = ~你有什么遗言吗？在你伏诛之前，还有什么遗愿啊？~
@66840  = ~我毫不后悔……许多人们都会因我而得救的。如果天意如此，那么我毫无怨言。~
@66841  = ~我不能容忍这种扭曲的正义再继续下去了！~
@66842  = ~那好得很－不过是又一个殉道者得其所哉罢了。~
@66843  = ~因为你的窃盗罪，亚珊娜·哈拉德，我们判处你死刑！~
@66844  = ~来为那些可能想动我们的钱主意的镇民，好好上一堂课吧！~
@66845  = ~这跟你无关，陌生人。滚开！~
@66846  = ~好的。继续忙你的吧。~
@66847  = ~我不会容许你杀了那个女孩的！~
@66848  = ~和我有或没有关系是由我来决定的！~
@66849  = ~她是个贼，而她会为了她的罪行而付出代价！~
@66850  = ~你在找架打吗，<RACE>？和你打的人可能比你想像中更多啊。~
@66851  = ~你别以为我像这些胆小如鼠的市井小民一样好欺负！~
@66852  = ~话是说得很漂亮，可是，不知道你的身手是不是配得上？~
@66853  = ~我不是在找架打，不过我也不会容许你杀了那个无辜女孩！~
@66854  = ~好极了！我正担心咱们的战技有点生疏了呢！~
@66855  = ~嗯……或许又可以用得上这条弓弦。我之前怎么没想到。~ [BOTSM61]
@66856  = ~我发现你有火牙十字弓。如果再加上贡德弓弦和5000枚金币，我就可以再改良它。这价钱不算贵，反正它现在也只是一把烂十字弓。如何？~
@66857  = ~她是为了一群正在捱饿的孩子才会偷东西的－－如果要我说的话，这是情有可原的。~
@66858  = ~好，好，随你的便吧。现在我就得继续钻入袋子里找。反正塞斯潘纳本来就微不足道啊。连个可爱的小恶魔女友都没有。~ [BOTSM62]
@66859  = ~没错，不过你不认为这刑罚太过严厉了吗？~
@66860  = ~我没有那么多钱。~
@66861  = ~如果你不立刻放了她的话，我想你就会变成唯一被“处决”的一个！~
@66862  = ~好，就这么做。~
@66863  = ~不，还有别的吗？~
@66864  = ~我们在此作客，镇长的女儿却胆敢偷走我们的钱！这个污辱必须以鲜血来偿还！~
@66865  = ~现在给我站到一边去，让正义得到伸张，不然你就等着瞧吧！~
@66866  = ~我绝对不会袖手旁观！~
@66867  = ~好吧，你是对的。根据正义的原则，她必须接受惩罚。~
@66868  = ~不如让我来赔偿你的损失如何？~
@66869  = ~赔偿我们？那可是将近两……呃，我是说，四千枚金币啊！！~
@66870  = ~什么？你用投石索？你是真是个超级娘娘腔！~ [BOTSM63]
@66871  = ~嗯，好吧，反正我有一个可以用在艾伦尼投石索上的秘方。想一下吧，只要5000枚金币，我就可以把它改造得更好。总之，好到不能再好。~
@66872  = ~我没有那么多钱。~
@66873  = ~好，就这么做。~
@66874  = ~不，还有没有别的？~
@66875  = ~还有，如果我们让她就这么脱身，我们或许会被其他已经知情的小偷们看成肥羊吧？为了弥补我们可能的损失，最少还要多给我们一千元才行。~
@66876  = ~只要付点钱就好了，你却又想放弃这个机会？好啊就这样，反正这是你自己做的决定。~ [BOTSM64]
@66877  = ~五千枚金币？我想我终于明白到底谁才是贼了。~
@66878  = ~好……拿去吧。~
@66879  = ~我需要一点时间去筹钱。~
@66880  = ~我只愿意付三千。~
@66881  = ~我只愿意付三千。~
@66882  = ~抱歉，要是没有5000金币，她现在就得死。~
@66883  = ~好……拿走你的肮脏钱吧。~
@66884  = ~要杀就杀吧。她哪值那么多钱。~
@66885  = ~讨价还价完了－－放了她，不然就给你好看！~
@66886  = ~那我们成交了，善心的<MANWOMAN>。和您做这生意实在是我的荣幸，<SIRMAAM>。亚珊娜，你可以走了。~
@66887  = ~谢谢您，<LADYLORD>，您救了我一命。虽然我无以为报，不过我的父亲可以给您一些小东西来作为报答。那么我先告辞了……这件事实在让我非常难受。~
@66888  = ~呃？装石头的袋子？你弄那么多石头来要干嘛？还是想要拿来装人头？~ [BOTSM65]
@66889  = ~喔……是装弹丸的袋子啊！我明白了。如果你能找到“帝王之泪”宝石，我可以就强化它；不过现在，这不过就是个能装石头的袋子罢了。~
@66890  = ~喔……是装弹丸的袋子啊，我明白了。我知道一条秘方喔……只要用“帝王之泪”和付我10000枚金币……就可以把它弄得更好。要吗？~
@66891  = ~我没有那么多钱。~
@66892  = ~好，就这么做。~
@66893  = ~不要，还有没有别的？~
@66894  = ~你除了看我在你的背包里找东西之外，就没有更重要的的事可做吗？比如说，一些任务？~ [BOTSM66]
@66895  = ~我的女儿死了，这个残酷的世界熄灭了她的生命之火！拜托，请让我一个人独自悲伤。~ [AMMAYO15]
@66896  = ~喔喔喔……你喜欢这个啊，也许……就像是吸毒上瘾般不可自拔吧，嘿嘿……~ [BOTSM67]
@66897  = ~我看到你有剑咏者锁子甲。精灵的锁子甲？如果你找到“防护一般武器”卷轴和很～多金币的话，我还可以改造它喔！很棒吧，哈啊？可惜你现在没有。~
@66898  = ~我看到你有剑咏者锁子甲。精灵的锁子甲？我有秘方可以改造它，真的喔。不过我要用掉你的“防护一般武器”卷轴和40000枚金币给我，如何？~
@66899  = ~好吧，我再找找看……这是啥？过期的饼干吗？（喀擦喀擦）恶……不是饼干啦……~ [BOTSM68]
@66900  = ~我没有那么多钱。~
@66901  = ~好，就这样做。~
@66902  = ~不要，还有没有别的？~
@66903  = ~……呕。啥东西如此难闻？你杀过龙吗？~ [BOTSM69]
@66904  = ~喔，白龙的鳞片吗？我会做很不错的鳞甲喔，说不定可以让你御寒呢！只要5000枚金币，怎么样？~
@66905  = ~喔，蓝龙的鳞片吗？好臭，但我还是可以用它来做好棒的铠甲……又轻，又闪闪亮！5000金币而已……要不要吗？~
@66906  = ~你有……什么……蓝龙和白龙的鳞片！恶，臭死了。我会做白龙鳞甲，还有，呃，蓝龙铠甲。每种5000枚金币，要不要随你。~
@66907  = ~我再找找看……要不要趁着我找来找去的时候顺便帮你补一下背包上的小洞洞啊？~ [BOTSM70]
@66908  = ~我没有那么多钱。~
@66909  = ~好，就这么做。~
@66910  = ~不，还有没有别的？~
@66911  = ~我没有那么多钱。~
@66912  = ~好，就这么做。~
@66913  = ~不，还有没有别的？~
@66914  = ~我没有那么多钱。~
@66915  = ~那造副白龙麟甲吧。~
@66916  = ~那造副蓝龙铠甲吧。~
@66917  = ~两个都不想要，还有没有别的？~
@66918  = ~这些佣兵投诉你贩卖赃物，卡拉斯。这家店得立刻关掉，所有的商品都要没收到修道院去。~ [2AMONK07]
@66919  = ~这太夸张了吧！修道院以前也没有管过我们这些事啊？~ [AMCARR07]
@66920  = ~伊萨蒙不在这里－－我已经好几个礼拜没有看过他了。~ [AMCARR08]
@66921  = ~不！你不能这么做……这简直就是暴政！什么时候修道院变成那群外籍佣兵的扯线木偶了？~ [AMCARR09]
@66922  = ~谢谢你在这些……令人不愉快事情上提供的协助。我肯定如果伊萨蒙在这里的话，他一定会亲自向您表示感激之意的。~ [AMCARR11]
@66923  = ~伊萨蒙？你是说赛蒙·哈瓦里安，是吧？~
@66924  = ~看起来你老板把你当成替死鬼啦，卡拉斯。~
@66925  = ~可是他不在这里，对吧？算他走运。~
@66926  = ~嗯哼……是的，当然……就算是这样，既然在这件事上帮了忙，我们还是觉得应该得到什么回报才是。~
@66927  = ~既然我们之前的头头走了，我能做的最多是在货品上打个折给你。你得明白，因为他不在，所以多少也限制了我的可以和不能做什么。~
@66928  = ~你是说每次我回到这里时，都有折扣吗？~
@66929  = ~或许我过些时候会回来这里看看你货。~
@66930  = ~你一定明白我们为什么不能待在安姆克萨蓝，毕竟我们已经卷入了关于数个巴萨札使节的命案。~
@66931  = ~（哼歌声）……呃？一个浴帘？喔……只是个斗篷罢了。讨厌的花色。~ [BOTSM71]
@66932  = ~我建议您赶快来享用您的折扣。假如您明天才来，我们的“小店”或许已经不在罗。我们总不能待留在这里巴萨札上门寻仇。！~
@66933  = ~嗯，我有一个好秘方可以用来强化防护斗篷+2喔。你需要隐身术和高等加速术的魔法卷轴，不过看起来……还是下次才算吧！~
@66934  = ~我有一个可以用在防护斗篷+2的厉害秘方。秘方需要隐身术和高等加速术的魔法卷轴以及20000枚金币。那是很好的斗篷喔，最少比桌布好……你要吗？~
@66935  = ~（哼歌声）……我在一堆不是我的东西里找来找去……（哼歌声）……~ [BOTSM72]
@66936  = ~那我们要是被认定涉嫌宰了巴萨札的武僧怎么办？~
@66937  = ~除了我们之外这场战斗没有其他目击者，所以我们可以肯定巴萨札不会知道你有份。~
@66938  = ~我没有那么多钱。~
@66939  = ~好，就这么做。~
@66940  = ~不，还有没有别的？~
@66941  = ~~
@66942  = ~我们的头儿有许多名字，不过我可以向你保证我绝对不知道他现在身处何方。不管你和……赛蒙有什么过节，都跟我一点关系也没有。~
@66943  = ~卡拉斯，只要你说出伊萨蒙在哪儿，我们就让你离开。~ [2AMONK08]
@66944  = ~那么我只好将你先抓住好了。你就祈求一下，希望在我们开始认为必须审问你之前，伊萨蒙会出现吧。~ [2AMONK09]
@66945  = ~这是什么？一本书吗？可能会是一本优良的床边读物？喔……是魔像之书啊。噢。无聊。~ [BOTSM73]
@66946  = ~安静，卡拉斯！等一下……这是什么？看起来，在我们之中有“客人”呢！声名狼籍的巴尔之子？如果巴萨札的描述够精确的话……~ [2AMONK10]
@66947  = ~有些残页可以让这本书更充实喔！让它能够让人造出更好的魔像。嘿……制造秘方的秘方！真好玩，对吧？嗯，不过既然你现在缺了那些合适的残页，那就甭想了。~
@66948  = ~哦，你有石魔像残页呢！可以让这本书更充实喔！事实上只要多花10000枚金币，你就可以随你高兴的做出石魔像喔。~
@66949  = ~哦，你有黏土魔像残页呢！可以让这本卷册更充实喔！事实上只要多花5000枚金币，你就可以随你高兴的做出黏土魔像喔。~
@66950  = ~哦，你有至尊魔像残页呢！可以让这本卷册更充实喔！事实上，只要花15000枚金币，你就可以随你高兴的做出至尊魔像喔！多吓人哪。~
@66951  = ~我可以顺手将你抓起来，巴尔后裔。不过我现在心情很好，我建议你现在赶快离开，别妨碍我们在这儿的事。~
@66952  = ~我还是把书放回去好了……反正那么多字都是给你看的，又没啥好看的插图。~
@66953  = ~我没有那么多钱。~
@66954  = ~好，就这么做。~
@66955  = ~不，还有别的吗？~
@66956  = ~我没有那么多钱。~
@66957  = ~好，就这样吧！~
@66958  = ~我不和巴萨札起什么冲突。~
@66959  = ~不要，还有别的吗？~
@66960  = ~抱歉，我有些事要和这群走私者以及他们的头头解决！~
@66961  = ~我没有那么多钱。~
@66962  = ~好，就这样吧。~
@66963  = ~不，还有别的吗？~
@66964  = ~我们都明白这件事会以武力收场－－那我们就直接来个了断吧。~
@66965  = ~抄家伙啊，兄弟！我们被攻击了！~ [2AMONK12]
@66966  = ~滚一边去。我绝不会容许你这种人妨碍巴萨札交代的任务。~ [2AMONK13]
@66967  = ~好吧。我不是来找麻烦的。~
@66968  = ~我受够了你的趾高气扬了－－让我来教教你什么叫尊重！~
@66969  = ~你的选择非常睿智。兄弟，让我们一起来封掉这个进行犯罪活动的贼窝吧。~ [2AMONK11]
@66970  = ~每一次当我看见你们这群武僧时，你们都在恐吓和鱼肉百姓。~
@66971  = ~我不会袖手旁观，而让你顺利地继续巴萨札的恐怖统治。~
@66972  = ~伊萨蒙……赛蒙……随便你怎么叫他，反正我和他就是有笔帐要算！~
@66973  = ~嗯……这里好像堆了好多垃圾啊！看来需要一个清洁工呢！~ [BOTSM74]
@66974  = ~让我瞧瞧……没有。这里少了另一个部分。嗯，如果你同时找到了耐色瑞尔之环和青铜艾欧石，我就有个很棒的秘方可用。对法师们很有帮助喔，真的！~
@66975  = ~让我瞧瞧……哦！你两个都找到了耶！只要5000枚金币，就可以将耐色瑞尔之环和青铜艾欧石组合在一起喔！厉害的秘方！法师的至宝！你想要吗？~
@66976  = ~我没有这么多钱。~
@66977  = ~好，就这么做。~
@66978  = ~不要，还有别的吗？~
@66979  = ~我继续找吧，不过我快要用光秘方了。你一定要赶快找到玛莎。我想，她大概就在地狱某处吧！~ [BOTSM75]
@66980  = ~（哼歌声）……嗯？看来我发现了一对像是阿婆鞋子一样的护手耶……~ [BOTSM76]
@66981  = ~好，我找到了！你有一对圣武士护腕呢！如果经过神圣的祝福的话，可以让它更有用喔。我认识一个牧师懂得怎样做，不过要花10000枚金币。需要我替您接洽吗？~
@66982  = ~随便，吃亏的是你。我找找看还有没有别的东西……~ [BOTSM77]
@66983  = ~我没有那么多钱。~
@66984  = ~好，就这么做。~
@66985  = ~不，还有别的吗？~
@66986  = ~唔……嗯……等一下，我找到一只手套。只有一只吗？你以为你是摇滚明星啊？喔，慢着，又找到另外一只……~ [BOTSM78]
@66987  = ~这是吟游诗人手套。我知道把它改造得非常适合诗人使用的秘方喔，不过你需要一～大～堆～宝石就是了。钻石、蓝宝石、绿宝石和盗贼之石各一个。但你还没集齐呢。~
@66988  = ~是吟游诗人手套呢！我有对诗人很有用的秘方喔！只要5000枚金币，再加上钻石、蓝宝石、绿宝石和盗贼之石各一个……你都有耶！~
@66989  = ~你这里总有一些值得我找的东西吧！比如说一个母的小恶魔？没有呢……~ [BOTSM79]
@66990  = ~我没有那么多钱。~
@66991  = ~好，就做这个给我。~
@66992  = ~先别管这个，还有什么？~
@66993  = ~呃？你这里有些什么东西，总之闻起来像是泥巴。可能该好好洗一洗了。~ [BOTSM80]
@66994  = ~哦哦哦……其实，我有一个秘方喔！从前有个叫做蒙特利欧的游侠拥有一组斗篷和别针……如果你两样都能找到，我就可以帮你组起来，好吗？棒，好棒的秘方！~
@66995  = ~哦哦哦……我知道了。我有可以用在这些东西上的秘方。你找到了曾经属于游侠蒙特利欧的斗篷和别针。给我5000枚金币我就能帮你把它们组装起来，如果你要的话。~
@66996  = ~我没有那么多钱。~
@66997  = ~好，就这么办。~
@66998  = ~不，还有别的吗？~
@66999  = ~别催好不好？等我完全准备好了才就开始找。……好，我准备好了。~ [BOTSM81]
@67000  = ~噗！呀喝，好一顶头盔呀！嘿……等一下……我认得它……~ [BOTSM82]
@67001  = ~你找到了制作岩石头盔的一部分呢！喔，没错，是有一个适合战士的好秘方喔！需要这顶头盔和两只角……不过你没能找齐，所以当我没说过好啦。~
@67002  = ~你找齐了岩石头盔的所有组件。有一个适合战士的好秘方……5000金币，加上头盔、和两只角……没错，都在这儿了。你要吗？~
@67003  = ~我没有那么多钱。~
@67004  = ~当然好，就这么办。~
@67005  = ~不要，还有别的吗？~
@67006  = ~好吧，我……唉哟……我踩到什么黏呼呼的东西……~ [BOTSM83]
@67007  = ~我……嘿！这是什么呀？一块兜面？你是偷偷跑去看你祖母还是怎样？~ [BOTSM84]
@67008  = ~喔，这是盗贼兜面……我明白了。我有个不得了的秘方……如果没记错的话，得用到隐形戒指和解毒剂。不过既然你没能找齐，哪能干什么嘛？~
@67009  = ~喔，这是盗贼兜面……我想起来了。我有个不得了秘方……10000枚金币再加上隐形戒指和解毒剂。你想让我试试看吗？~
@67010  = ~我只剩下一个秘方了。让我帮您再找找，但只为您而找喔，因为您实在太可爱了。~ [BOTSM85]
@67011  = ~我没有那么多钱。~
@67012  = ~当然好，就这么办。~
@67013  = ~不要，还有别的吗？~
@67014  = ~好……嗯哼哼……这里说不定有些什么。顺带一提，我帮您排好您的鞋子啦，知道吗？~ [BOTSM86]
@67015  = ~我想你应该找到了木心之戒的一部分。一个适合德鲁伊的秘方。不过你得找到橡木戒指和一颗水妖精之泪才行。喔，如果你不知道的话，那是一种宝石的名字。不过有人在乎吗？~
@67016  = ~你找齐了古代德鲁伊秘方所需要的材料耶！那也是个好秘方呢！“木心之戒”喔……我需要5000枚金币、橡木戒指和一颗水妖精之泪。你全都有了……要我帮您做吗？~
@67017  = ~嗯，我找不到什么可以加工的东西了。就那么多！没了！您慢走啊，有空再联络……我可不想像你那样。塞斯潘纳要走了……我也许该去打个盹。~ [BOTSM87]
@67018  = ~我没有那么多钱。~
@67019  = ~当然好，就这么办。~
@67020  = ~不，不要。~
