// creator : C:\Users\Chelif\AppData\Local\NearInfinity\app\NearInfinity.jar (v2.4-20260111)
// game    : H:\SteamLibrary\steamapps\common\Baldur's Gate II Enhanced Edition
// dialog  : lang\en_US\dialog.tlk
// dialogF : (none)

@0      = ~<NO TEXT>~
@5673   = ~Pommel Jewel~
@5674   = ~Pommel Jewel of the Equalizer~
@5675   = ~Halberd Shaft~
@5676   = ~Wave Shaft~
@5677   = ~Halberd Blade~
@5678   = ~Wave Blade~
@5679   = ~Shortbow Shaft~
@5680   = ~Gesen Bow Shaft~
@5681   = ~Shortbow String~
@5682   = ~Gesen Bowstring~
@5683   = ~The Equalizer~
@5684   = ~Destination Unreachable~
@5685   = ~Wave +4~
@5686   = ~Rabbit Ring~
@5687   = ~Disliked~
@5688   = ~~
@5689   = ~converse~
@5690   = ~~
@5691   = ~The stone face does not respond, but within your head, a voice whispers: "In mortal form you cannot speak. Reveal the god, the death and hate within you. So shall the test begin..."~
@5692   = ~Sword Dance~
@5693   = ~Sir Sarles~
@5694   = ~~
@5695   = ~This ring is relatively unadorned, but the vile magic within radiates intense evil. Indeed, its creator, Kangaxx, was no less evil himself, even before millennia of undeath honed his power. It is said that a cadre of Netherese mages fought and imprisoned the demilich once, but being unable to truly destroy him, they became liches themselves to stand guard over his remains. The construction of the ring may have led to their enmity, as each of the gem's nine facets was supposedly empowered by sacrifice and death.

STATISTICS:

Equipped abilities:
– Armor Class: +2
– Saving Throws: +2
– Magic Resistance: +10%
– Regenerate 1 Hit Point every 3 seconds
– Immunity to disease and poison

Charge abilities:
– Invisibility once per day
  Duration: 12 hours
  Area of Effect: The wearer

– Improved Haste three times per day
  Duration: 10 seconds
  Area of Effect: The wearer

Weight: 0~
@5696   = ~Heeding the spirit of the grove

I have decided that the leadership of the grove is not my place, despite what the spirit of the grove describes as my "destiny." I will seek my balance elsewhere, and the spirit does not oppose my decision.~
@5697   = ~Heeding the spirit of the grove

There is a troll mound within the boundaries of the grove, and the spirit informs me that a shamaness amongst them, Nilthiri, has begun to call great numbers of the creatures to the mound and threatens to disrupt the balance of nature. I am to go to the mound nearby and end the shamaness's life before too much damage is done.~
@5698   = ~Heeding the spirit of the grove

Nilthiri is dead, and the spirit of the grove has commended me. I am free to go my own way for a while, although the spirit bade me to return before long, perhaps no more than a couple of weeks, lest I am needed again. When I do return, I should rest within the grove and the spirit will approach me.~
@5699   = ~Heeding the spirit of the grove

The spirit has asked me to perform another service for the good of the grove... I am to find the descendant of Marek, a boy named Loren, and protect him from Marek's old enemies which threaten his life. Loren can be found in Trademeet, perhaps somewhere outside of the city's walls amongst the many tents.~
@5700   = ~Heeding the spirit of the grove

Loren, the descendant of Marek and future leader of the grove once I have moved on, has been saved and the creature that possessed him destroyed. Loren has been brought to the grove for his training, and the spirit informs me that I will not be called on again... at least, not until I am ready to challenge for leadership of the grove as Archdruid.~
@5701   = ~Item Drained~
@5702   = ~Galvena's Medallion~
@5703   = ~ 'Tis a grand eve to be sittin' on the docks, rank with the smell of fish guts. You must be <CHARNAME>, the one that Aran was gonna send.~
@5704   = ~That I am. You must be Mook.~
@5705   = ~I have no wish to speak with you. Leave me be.~
@5706   = ~I am. Bloody fine to have some backup. I've heard a bit about you. Been makin' a name for yourself as an adventurer.~
@5707   = ~Enough socializing. Let us get down to business. What is the situation?~
@5708   = ~Thanks. I do my best.~
@5709   = ~Watch your mouth around a lady. You must not be the people Aran sent. He doesn't suffer the rude ones t' live.~
@5710   = ~The situation is that I've seen the same man pass by four times. He looked a bit different each time, but I knew it was the man.~
@5711   = ~How did you know?~
@5712   = ~Did you notice anything else odd about him? He could live here.~
@5713   = ~It's nothing to worry about. I'll tell you if I see something important.~
@5714   = ~Aren't you a bit too heroic to be guarding shipments for Aran?~
@5715   = ~Enough socializing. Let us get down to business. What is the situation?~
@5716   = ~ 'Tis merely a path on the road to another heroic feat.~
@5717   = ~I'm trained to know, <GABBER>. I've been watching him from the shadows here all day.~
@5718   = ~Did you notice anything else odd about him? He may live here.~
@5719   = ~It's nothing to worry about. I'll tell you if I see something important.~
@5720   = ~He was casing the area and studying me. Now that you're here to stay with the product, I should be able to learn something from him next time he passes.~
@5721   = ~It doesn't sound very suspicious.~
@5722   = ~That sounds like an excellent plan. ~
@5723   = ~If you say so. I suppose we should wait for those people to return.~
@5724   = ~I'm glad I could play a part in your little drama.~
@5725   = ~Could you tell me what the situation is?~
@5726   = ~If this is the man we want, it shouldn't be too long until he shows up again.~
@5727   = ~We've got our answer. Here he comes again. He looks different at night. Kind of creepy. Wait here. I'll find out what's going on.~
@5728   = ~~
@5729   = ~Hail, friend! 'Tis a fine evening for a stroll, no?~
@5730   = ~Who is it that speaks to me like an old acquaintance?~
@5731   = ~Have you? What might your purpose be?~
@5732   = ~You're welcome to your opinion. Perhaps I choose to stay right where I am.~
@5733   = ~To me, <CHARNAME>! Treachery is afoot!~
@5734   = ~Mook... I've been looking for you.~
@5735   = ~It is fitting, Mook, for I have been watching you.~
@5736   = ~~
@5737   = ~Truly, my beauty, it is time for you to leave this life. Guarding the spoils of another man's crime is no way for a woman to live.~
@5738   = ~Choose not the difficult path, weak one. You will come with me regardless. Expect no help from these dregs. Their death as written in the stars shall be fulfilled tonight.~
@5739   = ~Psionic Blast~
@5740   = ~Air Elemental Whirlwind~
@5741   = ~It went as you expected, though I regret to report that Mook was murdered.~
@5742   = ~Finding Irenicus in Hell

I have encountered my "half-brother" Sarevok, or at least his spirit, here in Hell. He offered to show me how to use my wrath to become the Slayer at will, the avatar form of Bhaal, but I don't know what the consequences of such a decision would be. I am not about to trust Sarevok, whether it was I who summoned him here or not. I refused, and he flew at me in a rage. I will not give in to whatever darkness my blood threatens to plunge me into, I won't!~
@5743   = ~Chapter 7: Part 2

Irenicus had attempted to walk amongst the gods, taking the power of the elven Tree of Life for himself. I stopped him... and while he was still weakened from Queen Ellesime's severing of his connection to the Tree, I managed to kill him.

But it isn't over. He still has my soul, and perhaps that was reason enough for me to be dragged into Hell after him. Perhaps it was the power of the Tree, or something else; I don't know. But I am in Hell now, with one last chance to track down Irenicus and take my soul back.

Here it will have to end. One way or another.~
@5744   = ~They attacked, and it was much more dangerous than you said! Mook is dead!~
@5745   = ~That is... unfortunate. She was a friend. I had hoped your support would prevent any deaths. Too many of my people have been killed or gone missing recently.~
@5746   = ~They seemed to know her, though she did not know them. ~
@5747   = ~What do I care? She was your problem, not mine.~
@5748   = ~Yet here you stand, still alive. The rewards will outweigh the risks. At least, I hope so. Mook and her memory will serve as a reminder of the danger. ~
@5749   = ~Then let us get on with whatever else you need.~
@5750   = ~Fishwife~
@5751   = ~These events prove what I feared: This rival guild knows our actions well, likely due to the traitors that joined them. We must stop any more from leaving us.~
@5752   = ~Fishwife~
@5753   = ~Wizard Slayer~
@5754   = ~You may not care about my people, <CHARNAME>, but I do. They deserve protection, and in fact, if they do not get it, you will not see your Imoen.~
@5755   = ~Yes, I will hear you. What must happen next?~
@5756   = ~Wizard Slayer~
@5757   = ~Annalynn~
@5758   = ~You were not the only ones who were busy last night. The leader of this rival guild, Bodhi by name, made a daring attack upon us. ~
@5759   = ~Be on your guard. This Bodhi is the most intelligent and brutal foe I have ever had. If we are lax in our vigilance, we will be at the disadvantage.~
@5760   = ~Go to the Graveyard District and find their hideout. There is a network of tombs beneath the graves where another spy tracked one of Bodhi's servants.~
@5761   = ~When you have destroyed their evil, return to me and I will fulfill our bargain. Do this job well, and you may see Imoen by the morning. What say you?~
@5762   = ~I'll go to the Graveyard District at once. These vile creatures will not escape. ~
@5763   = ~This is too dangerous. There could be any number of vampires there!~
@5764   = ~I say that you are stalling. You ask more and more but deliver very little.~
@5765   = ~You have my best wishes, <CHARNAME>. I wish you well. ~
@5766   = ~Annalynn~
@5767   = ~As you look through the door, you see that the interior of this building has fallen into disrepair. It would be foolish to enter.~
@5768   = ~Behind the door is a gloom-filled, musty closet with nothing of interest.~
@5769   = ~It is in your best interest not to waste time. Go to the Graveyard District and destroy the evil within. Then we will literally have clear sailing. ~ [ARAN11]
@5770   = ~This is a small stone that floats in an orbit around the owner's head. Simply equip the stone to set it in its orbit. These obviously magical stones have different properties depending on their color.

STATISTICS:

Weight: 0~
@5771   = ~Come, my pretty children! Hee hee!~
@5772   = ~Hee hee!~
@5773   = ~Thank you! I am released!~
@5774   = ~These massive gears serve no discernible purpose.~
@5775   = ~Running the Five Flagons playhouse

Well, of *course* there would be an emergency on opening night. Meck said I should come as soon as possible, although I doubt Higgold would go ahead and hold the play without me. I suppose I should go as quickly as I can, though.~
@5776   = ~Running the Five Flagons playhouse

Well, the dress rehearsal is done. Higgold tells me that the opening night's performance will be within a week... perhaps a bit more. Either way, Meck will be sent to tell me when it will be exactly, in case I want to attend. All the information has gone out about Athkatla, and Higgold expects this to be a big event. Hopefully, there aren't any *more* problems...~
@5777   = ~Child Spirit~
@5778   = ~Child Spirit~
@5779   = ~Borinall's House~
@5780   = ~Summon Fungus~
@5781   = ~Star Medallion~
@5782   = ~Neb's Nasty Cutter +2~
@5783   = ~This corridor ends in a blank wall with a defaced picture of an eye on it. For the time being, there is no way to pass.~
@5784   = ~~
@5785   = ~~
@5786   = ~~
@5787   = ~Arkanis Gath~
@5788   = ~~
@5789   = ~Death Ward~
@5790   = ~Death Ward
(Necromancy)

Level: 4
Range: Visual range of the caster
Duration: 1 turn/level
Casting Time: 9 
Area of Effect: 1 creature
Saving Throw: None 

This spell protects the target from all forms of death magic for the duration of the spell. This includes, but is not limited to, Disintegrate; Power Word, Kill; Death Spell; and Finger of Death.~
@5791   = ~Ahhh, there's nothing like battle to make your blood run hot! War be my salvation and the measure of this man and all men, verily.~
@5792   = ~My name's Dunkin, and I like to drink and stuff.~
@5793   = ~Would you not agree that there are other things that also comprise a whole man—compassion, honesty, character?~
@5794   = ~Agreed! The sword makes the man and is the only true measure of his worth and mettle.~
@5795   = ~And how would you know, dwarf? There's nothing special about your skills. I've seen better.~
@5796   = ~~
@5797   = ~Fighting is necessary, but only to protect the innocent and defend the weak.~
@5798   = ~Balderdash! Ye know less than nothing, and proudly exclaim so! Virtue? Ye go back to dreading one day at a time, and I'll live on fire! Fool!~
@5799   = ~Perhaps yer head t'ain't empty, but mostly hollow with some good sense vapors foggin' yer goggles!~
@5800   = ~Another slight from the likes of ye, cur, and ye'll not see the morrow.~
@5801   = ~~
@5802   = ~Escaping the asylum

I have set the inmates free and goaded them into turning on Irenicus. They have gone downstairs en masse, and I will have to move quickly to catch up to them. Hopefully this will be enough to defeat the wizard... but I have the feeling this is far, far from over.~
@5803   = ~Aye, there be a sliver of truth in yer musing, but nae more. War be a wild mistress; she is appeased with fallen foes and the guts of the craven and accursed.~
@5804   = ~Sorry, Korgan. This time you're wrong, and you'll need to change your attitude if you wish to remain with the party.~
@5805   = ~Poison~
@5806   = ~Perhaps you're correct, Korgan. A warrior who balances fury with restraint can be made stronger for his compassion and honor. ~
@5807   = ~~
@5808   = ~~
@5809   = ~~
@5810   = ~The drow summoning ritual

Ardulace has been impressed by my betrayal of Phaere... enough so that she wishes me to be present at the ritual to prevent any further interruptions. I am to be collected by a guard shortly in order to be brought to the ritual, which is taking place soon.~
@5811   = ~Nalia abducted by Isaea Roenall

Isaea has returned and arrested Nalia through the abuse of his own power in the military. He claims that she is "under bad influences" and not acting according to her station. Nalia protested, but he is the only one who can be complained to, apparently, so there seems to be no recourse. I am not even sure where she is being held.~
@5812   = ~Samia's plan foiled

Samia, the relic hunter in Firkraag's dungeon, was not what she seemed. Her plan was to get a dupe to get the treasure within the tomb for her... and then kill whomever retrieved it with the help of her companions. Fortunately, she has paid for her arrogance.~
@5813   = ~~
@5814   = ~The final battle with Bodhi

Bodhi appeared in an ambush shortly before I reached her haven, warning me that she was aware of my pursuit and stealing from me the one person that is dearest to my heart: Aerie. Before she vanished and unleashed more of her undead creations upon me, Bodhi warned me that if I continue, I will lose even more than I thought possible. I cannot give up on the Rhynn Lanthorn... but now the life and immortal soul of the one I love is at stake as well!~
@5815   = ~~
@5816   = ~~
@5817   = ~~
@5818   = ~~
@5819   = ~Perform Bodhi's tasks to receive her aid

Aran Linvail, the Shadowmaster of the Shadow Thieves in Athkatla, is dead. Now I must return to Bodhi and tell her that her grim task has been completed.~
@5820   = ~~
@5821   = ~~
@5822   = ~Lavok is dead, the sphere returned

Lavok has returned the sphere to our home plane and is now dead. Before he died, however, he granted the sphere to me... perhaps because I am a magic-user myself; I do not know. He asked me to use the construct wisely... more wisely than himself... and then died. What secrets lay in the place and how it even operates, I am not sure... but it is a grander base than any other wizard might have, that is certain.~
@5823   = ~The prophecy of Sekolah

The high priestess seemed to think that I was the one spoken of in her prophecy, and that I will save this sahuagin city. Another priestess disagreed, however, and the king decided that a trial by combat was needed to settle the issue. I refused to play their game and decided to fight my way through this place.~
@5824   = ~Running the Five Flagons playhouse

Even though I did my best in playing the lead role (at the last minute, I might add), the play overall was a flop. With Lord Tanislove disapproving, there's no way that the play can continue with any hope of success. Disappointed, most of the cast has signed on with other troupes that are leaving town. Higgold gave me some money from Samuel Thunderburp, who is turning the playhouse back into a cellar, and then he left as well.

Ah well, it was worth a shot, I suppose.~
@5825   = ~The de'Arnise keep has been invaded

Daleson told me that there were about thirty trolls within the keep, and one very large one that seemed to be in charge. He also mentioned the yuan-ti that seem to be here as well, though he did not know their numbers.~
@5826   = ~Rescue Garren's child from Firkraag

I have freed Garren's child, who fled the dungeon quickly. Now, unless I choose to face Firkraag himself, I should return to Garren's cabin as well. My mission here, at least, has been completed.~
@5827   = ~There's a WHAT in their chicken?

I purchased a beljuril gem from a farmer in Imnesvale who had hidden it from thieves inside one of his chickens.~
@5828   = ~Investigate the deaths in the Umar Hills

After the disappearance of the two spirits, Amuana appeared and rewarded me with a wardstone that she claims will render whoever holds it and all with them invisible to the Shade Lord's guardian... which she says to be a shadow dragon. She warned me to be careful not to drop the stone or attack the dragon and I would be safe, then thanked me and disappeared.~
@5829   = ~~
@5830   = ~~
@5831   = ~Nalia abducted by Isaea Roenall

Barg was drunk and more than willing to talk, hinting at Isaea's involvement in piracy and slaving. He mentioned a slaver contact named Dirth, who can be found at the Sea's Bounty and may be able to provide more concrete information.~
@5832   = ~Inside the drow city

Phaere has given us another task from the matron mother: We are to go to the northwest end of the caverns near the svirfneblin village and slaughter a patrol of deep gnomes to instill more fear in their people. Solaufein seems unwilling, preferring that I complete this job, but Phaere was adamant. I am to meet Solaufein near the village within a few days at most.~
@5833   = ~Journey to the Windspear Hills

My current predicament seems to have been caused by Jierdan Firkraag, the very man who hired me to kill the ogres in the first place. He also engineered Garren's downfall. Why Firkraag would target me even Garren does not know, but Garren offered to go to Athkatla and tell the Order of the Radiant Heart of my innocence. We are to make his cabin our haven and home while he is gone.~
@5834   = ~~
@5835   = ~~
@5836   = ~~
@5837   = ~~
@5838   = ~~ [GHAST03]
@5839   = ~~ [GHAST04]
@5840   = ~~ [GHAST05]
@5841   = ~~ [GHAST06]
@5842   = ~NO SOUND EFFECT——DO NOT USE~ [GHAST07]
@5843   = ~~ [GHAST08]
@5844   = ~~ [GHAST09]
@5845   = ~~ [REVEN01]
@5846   = ~~ [REVEN05]
@5847   = ~~ [REVEN09]
@5848   = ~~ [REVEN06]
@5849   = ~NO SOUND EFFECT——DO NOT USE~ [REVEN07]
@5850   = ~~ [REVEN08]
@5851   = ~~ [OGREE02]
@5852   = ~~ [OGREE09]
@5853   = ~NO SOUND EFFECT——DO NOT USE~ [OGREE06]
@5854   = ~NO SOUND EFFECT——DO NOT USE~ [OGREE07]
@5855   = ~~ [OGREE08]
@5856   = ~~ [OGREE09]
@5857   = ~NO SOUND EFFECT——DO NOT USE~ [OGREM05]
@5858   = ~NO SOUND EFFECT——DO NOT USE~ [OGREM06]
@5859   = ~NO SOUND EFFECT——DO NOT USE~ [OGREM07]
@5860   = ~~ [OGREM08]
@5861   = ~~ [OGREM09]
@5862   = ~NO SOUND EFFECT——DO NOT USE~ [HOGRE05]
@5863   = ~NO SOUND EFFECT——DO NOT USE~ [HOGRE06]
@5864   = ~NO SOUND EFFECT——DO NOT USE~ [HOGRE07]
@5865   = ~~ [HOGRE08]
@5866   = ~~ [HOGRE09]
@5867   = ~~ [OGRIL05]
@5868   = ~~ [OGRIL06]
@5869   = ~NO SOUND EFFECT——DO NOT USE~ [OGRIL07]
@5870   = ~~ [OGRIL08]
@5871   = ~~ [OGRIL09]
@5872   = ~~ [CARRN01]
@5873   = ~~ [CARRN02]
@5874   = ~~ [CARRN03]
@5875   = ~~ [CARRN04]
@5876   = ~~ [CARRN05]
@5877   = ~~ [CARRN06]
@5878   = ~NO SOUND EFFECT——DO NOT USE~ [CARRN07]
@5879   = ~~ [CARRN08]
@5880   = ~~ [CARRN09]
@5881   = ~~ [DOPPL05]
@5882   = ~DOES NOT EXIST——DO NOT USE~ [DOPPL06]
@5883   = ~DOES NOT EXIST—DO NOT USE~ [DOPPL07]
@5884   = ~~ [DOPPL08]
@5885   = ~~ [DOPPL09]
@5886   = ~~ [GDOPP04]
@5887   = ~NO SOUND EFFECT—DO NOT USE~ [GDOPP05]
@5888   = ~NO SOUND EFFECT——DO NOT USE~ [GDOPP06]
@5889   = ~NO SOUND EFFECT——DO NOT USE~ [GDOPP07]
@5890   = ~~ [GDOPP08]
@5891   = ~~ [GDOPP09]
@5892   = ~~ [GSPID01]
@5893   = ~~ [GSPID02]
@5894   = ~~ [GSPID03]
@5895   = ~~ [GSPID04]
@5896   = ~~ [GSPID05]
@5897   = ~~ [GSPID06]
@5898   = ~NO SOUND EFFECT——DO NOT USE~
@5899   = ~~ [GSPID08]
@5900   = ~~ [GSPID09]
@5901   = ~~ [HSPID01]
@5902   = ~~ [HSPID02]
@5903   = ~~ [HSPID03]
@5904   = ~~ [HSPID04]
@5905   = ~~ [HSPID05]
@5906   = ~~ [HSPID06]
@5907   = ~NO SOUND EFFECT——DO NOT USE~
@5908   = ~~ [HSPID08]
@5909   = ~~ [HSPID09]
@5910   = ~~ [PSPID01]
@5911   = ~~ [PSPID02]
@5912   = ~~ [PSPID03]
@5913   = ~~ [PSPID04]
@5914   = ~~ [PSPID05]
@5915   = ~~ [PSPID06]
@5916   = ~NO SOUND EFFECT——DO NOT USE~
@5917   = ~~ [PSPID08]
@5918   = ~~ [PSPID09]
@5919   = ~~ [SSPID01]
@5920   = ~~ [SSPID02]
@5921   = ~~ [SSPID03]
@5922   = ~~ [SSPID04]
@5923   = ~~ [SSPID05]
@5924   = ~~ [SSPID06]
@5925   = ~~ [SSPID07]
@5926   = ~~ [SSPID08]
@5927   = ~~ [SSPID09]
@5928   = ~~ [WSPID01]
@5929   = ~~ [WSPID03]
@5930   = ~~ [WSPID04]
@5931   = ~~ [WSPID05]
@5932   = ~~ [WSPID06]
@5933   = ~NO SOUND EFFECT——DO NOT USE~
@5934   = ~~ [WSPID08]
@5935   = ~~ [WSPID09]
@5936   = ~~ [ETTER01]
@5937   = ~~ [ETTER02]
@5938   = ~~ [ETTER03]
@5939   = ~~ [ETTER04]
@5940   = ~~ [ETTER05]
@5941   = ~~ [ETTER06]
@5942   = ~~ [ETTER07]
@5943   = ~~ [ETTER08]
@5944   = ~~ [ETTER09]
@5945   = ~~ [OLIVE01]
@5946   = ~~ [OLIVE02]
@5947   = ~~ [OLIVE03]
@5948   = ~~ [OLIVE05]
@5949   = ~~ [OLIVE05]
@5950   = ~~ [OLIVE06]
@5951   = ~NO SOUND EFFECT——DO NOT USE~ [OLIVE07]
@5952   = ~~ [OLIVE08]
@5953   = ~~ [OLIVE09]
@5954   = ~~ [MUSTR01]
@5955   = ~~ [MUSTR02]
@5956   = ~~ [MUSTR03]
@5957   = ~~ [MUSTR04]
@5958   = ~~ [MUSTR05]
@5959   = ~~ [MUSTR06]
@5960   = ~I am Brage. I would tell you much, but my mind is scattered. No thoughts stay still long enough for me to grasp them.~
@5961   = ~NO SOUND EFFECT——DO NOT USE~
@5962   = ~[MUSTR08]~ [MUSTR08]
@5963   = ~~ [OCHRE01]
@5964   = ~~ [MUSTR09]
@5965   = ~~ [OCHRE02]
@5966   = ~~ [OCHRE03]
@5967   = ~~ [OCHRE04]
@5968   = ~~ [OCHRE05]
@5969   = ~~ [OCHRE06]
@5970   = ~NO SOUND EFFECT——DO NOT USE~
@5971   = ~~ [OCHRE08]
@5972   = ~~ [OCHRE09]
@5973   = ~~ [GOOZE01]
@5974   = ~~ [GOOZE02]
@5975   = ~~ [GOOZE03]
@5976   = ~~ [GOOZE04]
@5977   = ~~ [GOOZE05]
@5978   = ~~ [GOOZE06]
@5979   = ~NO SOUND EFFECT——DO NOT USE~
@5980   = ~~ [GOOZE08]
@5981   = ~~ [GOOZE09]
@5982   = ~~ [GSLIM01]
@5983   = ~~ [GSLIM02]
@5984   = ~~ [GSLIM03]
@5985   = ~~ [GSLIM04]
@5986   = ~~ [GSLIM05]
@5987   = ~NO SOUND EFFECT——DO NOT USE~
@5988   = ~~ [GSLIM07]
@5989   = ~~ [GSLIM08]
@5990   = ~~ [GSLIM09]
@5991   = ~~ [BASIL01]
@5992   = ~~ [BASIL02]
@5993   = ~~ [BASIL03]
@5994   = ~~ [BASIL04]
@5995   = ~~ [BASIL05]
@5996   = ~~ [BASIL06]
@5997   = ~NO SOUND EFFECT——DO NOT USE~
@5998   = ~~ [BASIL08]
@5999   = ~~ [BASIL09]
@6000   = ~~ [GBASI01]
@6001   = ~~ [GBASI02]
@6002   = ~~ [GBASI03]
@6003   = ~~ [GBASI04]
@6004   = ~~ [GBASI05]
@6005   = ~~ [GBASI06]
@6006   = ~~ [GBASI07]
@6007   = ~~ [GBASI08]
@6008   = ~~ [GBASI09]
@6009   = ~~ [WYVER01]
@6010   = ~~ [WYVER08]
@6011   = ~~ [WYVER02]
@6012   = ~~ [WYVER03]
@6013   = ~~ [WYVER04]
@6014   = ~~ [WYVER05]
@6015   = ~~ [WYVER06]
@6016   = ~~ [WYVER07]
@6017   = ~~ [WYVER09]
@6018   = ~~ [SIRIN03]
@6019   = ~~ [SIRIN04]
@6020   = ~~ [SIRIN05]
@6021   = ~~ [DRYAD08]
@6022   = ~~ [SIRIN06]
@6023   = ~~ [SIRIN08]
@6024   = ~~ [SIRIN09]
@6025   = ~~ [DRYAD09]
@6026   = ~~ [NYMPH01]
@6027   = ~NO SOUND EFFECT——DO NOT USE~ [NYMPH05]
@6028   = ~NO SOUND EFFECT——DO NOT USE~ [NYMPH06]
@6029   = ~~ [NYMPH08]
@6030   = ~NO SOUND EFFECT——DO NOT USE~ [NYMPH07]
@6031   = ~~ [NYMPH09]
@6032   = ~~ [NERED05]
@6033   = ~~ [NERED06]
@6034   = ~~ [NERED07]
@6035   = ~~ [NERED08]
@6036   = ~~ [NERED09]
@6037   = ~~ [ANIML01]
@6038   = ~~ [ANIML02]
@6039   = ~~ [ANIML03]
@6040   = ~~ [ANIML04]
@6041   = ~~ [ANIML05]
@6042   = ~~ [ANIML06]
@6043   = ~~ [ANIML07]
@6044   = ~~ [ANIML08]
@6045   = ~~ [ANIML09]
@6046   = ~~ [ANIML10]
@6047   = ~~ [ANIML11]
@6048   = ~~ [ANIML12]
@6049   = ~~ [ANIML13]
@6050   = ~~ [ANIML14]
@6051   = ~~ [ANIML15]
@6052   = ~~ [ANIML16]
@6053   = ~~ [ANIML17]
@6054   = ~~ [ANIML18]
@6055   = ~~ [ANIML19]
@6056   = ~~ [ANIML20]
@6057   = ~~ [ANIML21]
@6058   = ~~ [ANIML22]
@6059   = ~~ [ANIML23]
@6060   = ~~ [ANIML24]
@6061   = ~~ [WARRI05]
@6062   = ~~
@6063   = ~~ [MESSN04]
@6064   = ~~ [POISN04]
@6065   = ~Poison
(Necromancy)

Level: 4
Range: 15 ft.
Duration: 1 turn
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg.

Through this spell, the caster can poison victims who fail their Saving Throw vs. Poison. The damage inflicted depends on the level of the caster as detailed below:
 7–9th level: 2d8 + 2/round
 10–12th level: 3d8 + 3/round
 13–14th level: 4d8 + 4/round
 15–16th level: 6d8 + 5/round
 17+ level: 8d8 + 6/round
Those who make their Saving Throws are unaffected.~
@6066   = ~Anytime, broadarse. Bring it on!~
@6067   = ~You'd best back down, Korgan. Now!~
@6068   = ~Relax, Korgan. This isn't worth it. There will be no winner here.~
@6069   = ~I'm nae wrong. Not now or ever. Me favor won't be changin', and ye'd be well served to drop the matter, bowelhive, or ye'll eat through a reed.~
@6070   = ~Korgan, it's best if you leave the party right now. Goodbye.~
@6071   = ~Maybe it's best to drop the matter, Korgan.~
@6072   = ~Ye'd best make peace with yer life, fool, cause she draws to a close.~
@6073   = ~Discipliner~
@6074   = ~Ye'd be best served wrappin' a tourniquet about yer hamhole, bladdergas, to stop the flow of idiocy from that hole in yer face.~
@6075   = ~Ye're as gutless as ye look and dumber than's possible. Ye deserve only me pity, nae me axe.~
@6076   = ~Yer dirtchute be overcrammed with all the sundry ye can stick there! I'd a stomachful of yer spineless ravings anyway. Good riddance!~
@6077   = ~Perhaps ye're right. It's nae matter to draw steel over. But me axe be vigilant and me memory long.~
@6078   = ~~
@6079   = ~Pixie Prick +3~
@6080   = ~~
@6081   = ~~
@6082   = ~A proud crew we were. We ne'er blinked when adventure called. Purses overflowed, bellies was full, but the wheels left the wagon, the house of cards collapsed.~
@6083   = ~We were spelunking some old duergar shafts down south, a badly built construct of ill attention and nae craft, I may add, when we happened upon a hive of ooze.~
@6084   = ~Dispatched with ease, but mild strife later, Stitch's armor began to dissolve. Smoked like a chimney, and he squealed like a yardpig! 'E wouldn't stop wailing.~
@6085   = ~Boneblade +4~
@6086   = ~Dragon's Bane +3~
@6087   = ~Holy Power~
@6088   = ~Holy Power
(Evocation)

Level: 4
Range: 0
Duration: 1 round/level
Casting Time: 6
Area of Effect: The caster
Saving Throw: None

Through this spell, the caster imbues <PRO_HIMHER>self with the strength and skill of a Fighter of the same level. The priest's Strength score is set to 18/00—even if it is normally higher—<PRO_HISHER> THAC0 becomes that of a Fighter of the same level, and <PRO_HESHE> gains 1 temporary Hit Point per level. This will last for the duration of the spell or until dispelled.~
@6089   = ~Dragon's Breath +4~
@6090   = ~Blackmist +4~
@6091   = ~See, the plague had weakened him severely, and he wasn't worth the trouble anymore.~
@6092   = ~That's an outrage, Korgan! It's despicable that anyone would do such a thing to friend or foe! ~
@6093   = ~They had it coming, Korgan. It's a relief to see a man of action aware of that.~
@6094   = ~It's nae a rally fer debate, bowelhive. The sad rabble dug their graves. I just made the bed fer their dirtnaps. Me conscience be clear.~
@6095   = ~Leave, Korgan! You're a scourge and pestilence! There's no place for you here.~
@6096   = ~You'd best change your ways, dwarf. We've no place in this party for madness such as that.~
@6097   = ~You're a gutless coward preying upon the weak and injured, Korgan.~
@6098   = ~I be glad to shake the dander of cowardice from me clothing. Perhaps a good wash'll remove the stains of grief from me garments. Good riddance!~
@6099   = ~I've nae changed fer lost loves nor the enmity of gods, and I'll nae change fer ye. Best ye grow accustomed to me flavor; it'll nae change in yer lifetime.~
@6100   = ~Strike that from the ledger, cretin, else I cease mollycoddlin' ye and remove me kidgloves!~
@6101   = ~Did I stutter, dwarf? Coward! Coward! Cow-ard!~
@6102   = ~Diviner~
@6103   = ~I'm sorry, Korgan. It was a slip of the tongue. ~
@6104   = ~That tears it! Yer reckoning be at hand!~
@6105   = ~Pathetic cur! Yer luck's plentiful that an umbrage like that shan't be repeated. Should a second episode transpire, fate will not be so kind. ~
@6106   = ~Was not unlike kindling cracklin', and he whined fer his legs all night... "Me legs are gone! Ah, me precious legs!" I chopped some peg-legs, but he'd not have it.~
@6107   = ~Enough is enough, Korgan. We don't need such a graphic description of your sordid affairs.~
